Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil
Kelvin Yeboah,23,Italie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/kelvin-yeboah/profil/spieler/589737
Ionuț Radu,26,Roumanie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ionut-radu/profil/spieler/303657
Nicolas Cozza,25,France,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/nicolas-cozza/profil/spieler/485965
Eray Cömert,25,Suisse,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/eray-comert/profil/spieler/298583
Roberto Piccoli,22,Italie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/roberto-piccoli/profil/spieler/432092
Sebastiano Esposito,21,Italie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/sebastiano-esposito/profil/spieler/538918
Yerson Mosquera,22,Colombie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/yerson-mosquera/profil/spieler/716276
Soualiho Meïté,29,France,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/soualiho-meite/profil/spieler/164913
Marco Di Césare,21,Argentine,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/marco-di-cesare/profil/spieler/839029
Bissoli,25,Brésil,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/bissoli/profil/spieler/553458
Luan,24,Brésil,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/luan/profil/spieler/574904
Rodolfo Pizarro,29,Mexique,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/rodolfo-pizarro/profil/spieler/234918
Alessio Zerbin,24,Italie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/alessio-zerbin/profil/spieler/433584
Isaac Hayden,28,Jamaïque,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/isaac-hayden/profil/spieler/206225
Achraf Bencharki,28,Maroc,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/achraf-bencharki/profil/spieler/361925
Alan Virginius,21,France,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/alan-virginius/profil/spieler/654415
Igor Lichnovsky,29,Chili,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/igor-lichnovsky/profil/spieler/209513
Arbër Zeneli,28,Kosovo,"3,50 mio. €",?,https://www.transfermarkt.fr/arber-zeneli/profil/spieler/222876
Lyanco,26,Brésil,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/lyanco/profil/spieler/379807
Ousseynou Ba,27,Sénégal,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ousseynou-ba/profil/spieler/520815
Brian Lozano,29,Uruguay,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/brian-lozano/profil/spieler/338889
Nicolás Giménez,27,Émirats Arabes Unis,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/nicolas-gimenez/profil/spieler/364946
Gerard Gumbau,28,Espagne,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/gerard-gumbau/profil/spieler/268670
Léo,26,Brésil,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/leotm/profil/spieler/546292
Jairo Torres,23,Mexique,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/jairo-torres/profil/spieler/371185
Marcão,29,Brésil,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/marcao/profil/spieler/476102
Florin Tănase,28,Roumanie,"3,50 mio. €",?,https://www.transfermarkt.fr/florin-tanase/profil/spieler/314329
Gustaf Lagerbielke,23,Suède,"1,20 mio. €","3,40 mio. €",https://www.transfermarkt.fr/gustaf-lagerbielke/profil/spieler/485395
Ondrej Duda,28,Slovaquie,"3,40 mio. €","3,10 mio. €",https://www.transfermarkt.fr/ondrej-duda/profil/spieler/232418
Derrick Köhn,25,Ghana,"3,00 mio. €","3,35 mio. €",https://www.transfermarkt.fr/derrick-kohn/profil/spieler/391780
Salvatore Esposito,22,Italie,"3,30 mio. €","3,58 mio. €",https://www.transfermarkt.fr/salvatore-esposito/profil/spieler/390160
Angelo Preciado,25,Équateur,"3,30 mio. €","2,50 mio. €",https://www.transfermarkt.fr/angelo-preciado/profil/spieler/450241
Ahmed Touba,25,Algérie,Inconnu,"3,30 mio. €",https://www.transfermarkt.fr/ahmed-touba/profil/spieler/325924
Lincoln,25,Brésil,Inconnu,"3,30 mio. €",https://www.transfermarkt.fr/lincoln/profil/spieler/351738
Georges-Kevin N'Koudou,28,Cameroun,Inconnu,"3,30 mio. €",https://www.transfermarkt.fr/georges-kevin-nkoudou/profil/spieler/215679
Modibo Sagnan,24,Mali,"2,50 mio. €","3,20 mio. €",https://www.transfermarkt.fr/modibo-sagnan/profil/spieler/524925
Vitor Bueno,29,Brésil,"2,50 mio. €","3,20 mio. €",https://www.transfermarkt.fr/vitor-bueno/profil/spieler/390368
Díber Cambindo,27,Colombie,900 K €,"3,20 mio. €",https://www.transfermarkt.fr/diber-cambindo/profil/spieler/650861
Antony,21,Brésil,600 K €,"3,20 mio. €",https://www.transfermarkt.fr/antony/profil/spieler/798687
Michael Santos,30,Uruguay,"2,70 mio. €","3,20 mio. €",https://www.transfermarkt.fr/michael-santos/profil/spieler/178107
David Martínez,18,Venezuela,"1,50 mio. €","3,20 mio. €",https://www.transfermarkt.fr/david-martinez/profil/spieler/988222
Ola Brynhildsen,24,Norvège,"3,20 mio. €","2,50 mio. €",https://www.transfermarkt.fr/ola-brynhildsen/profil/spieler/499759
Michele Collocolo,23,Italie,"3,20 mio. €","2,00 mio. €",https://www.transfermarkt.fr/michele-collocolo/profil/spieler/434551
Gastón Togni,26,Argentine,"3,20 mio. €","1,10 mio. €",https://www.transfermarkt.fr/gaston-togni/profil/spieler/503342
Mounir Chouiar,24,Maroc,"3,20 mio. €","1,10 mio. €",https://www.transfermarkt.fr/mounir-chouiar/profil/spieler/355641
Lucas Romero,29,Argentine,"3,20 mio. €",900 K €,https://www.transfermarkt.fr/lucas-romero/profil/spieler/242201
Emil Bohinen,24,Norvège,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/emil-bohinen/profil/spieler/406806
José Manuel Arnáiz,28,Espagne,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/jose-manuel-arnaiz/profil/spieler/364603
Endri Cekici,26,Albanie,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/endri-cekici/profil/spieler/204049
José Paradela,24,Argentine,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/jose-paradela/profil/spieler/639152
Luciano Gondou,22,Argentine,"3,00 mio. €","3,18 mio. €",https://www.transfermarkt.fr/luciano-gondou/profil/spieler/851111
Guzmán Rodríguez,23,Uruguay,"1,00 mio. €","3,11 mio. €",https://www.transfermarkt.fr/guzman-rodriguez/profil/spieler/732899
Florent Hadergjonaj,29,Kosovo,Inconnu,"3,10 mio. €",https://www.transfermarkt.fr/florent-hadergjonaj/profil/spieler/238809
Gue-sung Cho,25,Corée du Sud,"2,50 mio. €","3,05 mio. €",https://www.transfermarkt.fr/gue-sung-cho/profil/spieler/652537
Otávio,21,Brésil,"3,00 mio. €","12,31 mio. €",https://www.transfermarkt.fr/otavio/profil/spieler/818495
Mihajlo Ilić,20,Serbie,"3,00 mio. €","4,80 mio. €",https://www.transfermarkt.fr/mihajlo-ilic/profil/spieler/845566
Sebastian Walukiewicz,23,Pologne,"3,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/sebastian-walukiewicz/profil/spieler/345458
Robert Ljubicic,24,Croatie,"3,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/robert-ljubicic/profil/spieler/353634
Erison,24,Brésil,"3,00 mio. €","3,20 mio. €",https://www.transfermarkt.fr/erison/profil/spieler/787238
Nathaniel Brown,20,Allemagne,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/nathaniel-brown/profil/spieler/691892
Jonathan Dubasin,23,Espagne,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/jonathan-dubasin/profil/spieler/628621
Thierno Barry,20,France,"1,30 mio. €","3,00 mio. €",https://www.transfermarkt.fr/thierno-barry/profil/spieler/937941
Adrian Leon Barisic,22,Bosnie-Herzégovine,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/adrian-leon-barisic/profil/spieler/625206
Aliou Badji,25,Sénégal,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/aliou-badji/profil/spieler/479589
Elias Achouri,24,Tunisie,600 K €,"3,00 mio. €",https://www.transfermarkt.fr/elias-achouri/profil/spieler/645589
Tijjani Noslin,24,Pays-Bas,900 K €,"3,00 mio. €",https://www.transfermarkt.fr/tijjani-noslin/profil/spieler/457736
Odin Holm,20,Norvège,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/odin-holm/profil/spieler/581109
Mateusz Legowski,20,Pologne,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mateusz-legowski/profil/spieler/570466
Loum Tchaouna,19,France,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/loum-tchaouna/profil/spieler/607226
Elione Fernandes Neto,17,Angola,500 K €,"3,00 mio. €",https://www.transfermarkt.fr/elione-fernandes-neto/profil/spieler/934519
Adam Daghim,17,Danemark,200 K €,"3,00 mio. €",https://www.transfermarkt.fr/adam-daghim/profil/spieler/881297
Ibrahim Cissoko,20,Pays-Bas,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/ibrahim-cissoko/profil/spieler/575693
Luka Stojkovic,19,Croatie,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/luka-stojkovic/profil/spieler/665266
Gino Infantino,20,Argentine,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/gino-infantino/profil/spieler/831162
Felipe Augusto,19,Brésil,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/felipe-augusto/profil/spieler/834899
Marius Bülter,30,Allemagne,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/marius-bulter/profil/spieler/116088
Welton,26,Brésil,"2,20 mio. €","3,00 mio. €",https://www.transfermarkt.fr/welton/profil/spieler/858213
Arthur Gomes,25,Brésil,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/arthur-gomes/profil/spieler/401534
Jakov Medic,24,Croatie,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/jakov-medic/profil/spieler/488755
Lukas Engel,24,Danemark,700 K €,"3,00 mio. €",https://www.transfermarkt.fr/lukas-engel/profil/spieler/511534
Irakli Azarovi,21,Géorgie,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/irakli-azarovi/profil/spieler/530696
Gelson Martins,28,Portugal,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/gelson-martins/profil/spieler/257448
Pere Milla,30,Espagne,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/pere-milla/profil/spieler/225593
Carlos Dotor,22,Espagne,700 K €,"3,00 mio. €",https://www.transfermarkt.fr/carlos-dotor/profil/spieler/623524
Kelvin Amian,25,France,"2,20 mio. €","3,00 mio. €",https://www.transfermarkt.fr/kelvin-amian/profil/spieler/344072
Mohamed Kaba,21,France,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mohamed-kaba/profil/spieler/911328
Tiago Morais,20,Portugal,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/tiago-morais/profil/spieler/815652
Christian Fassnacht,29,Suisse,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/christian-fassnacht/profil/spieler/250490
Luca Koleosho,18,Italie,"1,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/luca-koleosho/profil/spieler/745461
Hannes Delcroix,24,Haïti,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/hannes-delcroix/profil/spieler/338635
Hákon Valdimarsson,22,Islande,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/hakon-valdimarsson/profil/spieler/488935
Bruno Amione,22,Argentine,"2,70 mio. €","3,00 mio. €",https://www.transfermarkt.fr/bruno-amione/profil/spieler/644676
Armando Izzo,31,Italie,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/armando-izzo/profil/spieler/32113
Mahdi Camara,25,France,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mahdi-camara/profil/spieler/324795
Hamdy Fathy,28,Égypte,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/hamdy-fathy/profil/spieler/340303
Din Klapija,17,États-Unis,-,"3,00 mio. €",https://www.transfermarkt.fr/din-klapija/profil/spieler/1086566
Adrian Mazilu,18,Roumanie,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/adrian-mazilu/profil/spieler/723835
Makhtar Gueye,25,Sénégal,"1,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/makhtar-gueye/profil/spieler/606849
Paulinho,29,Brésil,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/paulinho/profil/spieler/212923
Bart Nieuwkoop,27,Pays-Bas,"3,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/bart-nieuwkoop/profil/spieler/257987
Agustín Sant'Anna,26,Uruguay,"3,00 mio. €","2,78 mio. €",https://www.transfermarkt.fr/agustin-santanna/profil/spieler/400661
Saba Sazonov,21,Géorgie,"3,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/saba-sazonov/profil/spieler/655456
Diego Gómez,20,Paraguay,"3,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/diego-gomez/profil/spieler/996897
Amir Murillo,27,Panama,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/amir-murillo/profil/spieler/354482
Sebastiano Luperto,26,Italie,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/sebastiano-luperto/profil/spieler/278531
Pedro Aquino,28,Pérou,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/pedro-aquino/profil/spieler/273638
Kevin Agudelo,24,Colombie,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/kevin-agudelo/profil/spieler/587458
Keinan Davis,25,Angleterre,"3,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/keinan-davis/profil/spieler/412660
Josh Tymon,24,Angleterre,"3,00 mio. €","2,20 mio. €",https://www.transfermarkt.fr/josh-tymon/profil/spieler/419929
Philipp Max,29,Allemagne,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/philipp-max/profil/spieler/111275
Ron Schallenberg,24,Allemagne,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/ron-schallenberg/profil/spieler/332392
Chris Bedia,27,Côte d'Ivoire,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/chris-bedia/profil/spieler/294791
Jordan Larsson,26,Suède,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/jordan-larsson/profil/spieler/308552
Mauro Perkovic,20,Croatie,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/mauro-perkovic/profil/spieler/676266
Gustavo Mantuan,22,Brésil,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/gustavo-mantuan/profil/spieler/814269
Khaled Narey,29,Togo,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/khaled-narey/profil/spieler/153664
Iván Martín,24,Espagne,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/ivan-martin/profil/spieler/341278
Lucas Halter,23,Brésil,"3,00 mio. €","1,80 mio. €",https://www.transfermarkt.fr/lucas-halter/profil/spieler/468302
Ismaël Kandouss,25,Maroc,"3,00 mio. €","1,75 mio. €",https://www.transfermarkt.fr/ismael-kandouss/profil/spieler/575594
Lucas Blondel,26,Suisse,"3,00 mio. €","1,66 mio. €",https://www.transfermarkt.fr/lucas-blondel/profil/spieler/503348
Rodrigo Ely,29,Brésil,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/rodrigo-ely/profil/spieler/176140
Junior Messias,32,Brésil,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/junior-messias/profil/spieler/449151
Mihailo Ristic,27,Serbie,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/mihailo-ristic/profil/spieler/271455
Pedro Henrique,28,Brésil,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/pedro-henrique/profil/spieler/329720
Munas Dabbur,31,Israël,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/munas-dabbur/profil/spieler/145866
Michal Karbownik,22,Pologne,"3,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/michal-karbownik/profil/spieler/401604
Jacob Rasmussen,26,Danemark,"3,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/jacob-rasmussen/profil/spieler/283233
Stefan Mitrović,21,Serbie,"3,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/stefan-mitrovic/profil/spieler/726526
Francisco Pizzini,29,Argentine,"3,00 mio. €","1,19 mio. €",https://www.transfermarkt.fr/francisco-pizzini/profil/spieler/213122
Robin Hack,24,Allemagne,"3,00 mio. €","1,10 mio. €",https://www.transfermarkt.fr/robin-hack/profil/spieler/284010
Phillipp Mwene,29,Autriche,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/phillipp-mwene/profil/spieler/127573
Jindrich Stanek,27,Tchéquie,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/jindrich-stanek/profil/spieler/242089
Mihael Zaper,25,Croatie,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/mihael-zaper/profil/spieler/434557
Nahuel Tenaglia,27,Argentine,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/nahuel-tenaglia/profil/spieler/533568
Ilzat Akhmetov,26,Russie,"3,00 mio. €",850 K €,https://www.transfermarkt.fr/ilzat-akhmetov/profil/spieler/334440
Rob Dickie,27,Angleterre,"3,00 mio. €",810 K €,https://www.transfermarkt.fr/rob-dickie/profil/spieler/257437
Samuel Gustafson,28,Suède,"3,00 mio. €",750 K €,https://www.transfermarkt.fr/samuel-gustafson/profil/spieler/255473
Jeppe Okkels,24,Danemark,"3,00 mio. €",700 K €,https://www.transfermarkt.fr/jeppe-okkels/profil/spieler/345591
Sergiy Sydorchuk,32,Ukraine,"3,00 mio. €",700 K €,https://www.transfermarkt.fr/sergiy-sydorchuk/profil/spieler/124182
Fabiano,23,Brésil,"3,00 mio. €",700 K €,https://www.transfermarkt.fr/fabiano/profil/spieler/657387
Omar Mascarell,30,Guinée Équatoriale,"3,00 mio. €",600 K €,https://www.transfermarkt.fr/omar-mascarell/profil/spieler/142031
Guga,26,Portugal,"3,00 mio. €",550 K €,https://www.transfermarkt.fr/guga/profil/spieler/258034
Álex Collado,24,Espagne,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/alex-collado/profil/spieler/282722
Mathieu Cafaro,26,France,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/mathieu-cafaro/profil/spieler/399383
Jean-Pierre Nsame,30,Cameroun,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/jean-pierre-nsame/profil/spieler/225055
Ibrahima Niane,24,Sénégal,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/ibrahima-niane/profil/spieler/490417
Ivaylo Chochev,30,Bulgarie,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/ivaylo-chochev/profil/spieler/252767
Tyler Roberts,24,Pays de Galles,"3,00 mio. €",430 K €,https://www.transfermarkt.fr/tyler-roberts/profil/spieler/296986
Andreas Bouchalakis,30,Grèce,"3,00 mio. €",400 K €,https://www.transfermarkt.fr/andreas-bouchalakis/profil/spieler/157535
Mário Fernandes,32,Russie,"3,00 mio. €",365 K €,https://www.transfermarkt.fr/mario-fernandes/profil/spieler/102740
Nikita Saltykov,19,Russie,"3,00 mio. €",350 K €,https://www.transfermarkt.fr/nikita-saltykov/profil/spieler/697728
Ercan Kara,27,Autriche,"3,00 mio. €",150 K €,https://www.transfermarkt.fr/ercan-kara/profil/spieler/320701
Luca Waldschmidt,27,Allemagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/luca-waldschmidt/profil/spieler/196095
Luka Romero,18,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/luka-romero/profil/spieler/769063
Timo Baumgartl,27,Allemagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/timo-baumgartl/profil/spieler/187491
Ísak Jóhannesson,20,Islande,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/isak-johannesson/profil/spieler/579565
Dexter Lembikisa,20,Jamaïque,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/dexter-lembikisa/profil/spieler/712099
Federico Gattoni,24,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/federico-gattoni/profil/spieler/660735
Paul Wanner,17,Allemagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/paul-wanner/profil/spieler/900909
Keven Schlotterbeck,26,Allemagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/keven-schlotterbeck/profil/spieler/413843
Michaël Cuisance,24,France,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/michael-cuisance/profil/spieler/344600
Bartol Franjic,23,Croatie,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/bartol-franjic/profil/spieler/370998
Mohamed Diomandé,22,Côte d'Ivoire,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/mohamed-diomande/profil/spieler/658531
Víctor Mollejo,22,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/victor-mollejo/profil/spieler/505673
Olivier Ntcham,27,Cameroun,"3,00 mio. €",?,https://www.transfermarkt.fr/olivier-ntcham/profil/spieler/224088
Patric Pfeiffer,23,Ghana,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/patric-pfeiffer/profil/spieler/391742
