Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Matchs_22_23,Buts_22_23,Minutes_22_23
Mads Andersen,28,Danemark,"2,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/mads-andersen/profil/spieler/407021,Défenseur central,51,2,4512
Abdoulaye Ndiaye,23,Sénégal,"1,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/abdoulaye-ndiaye/profil/spieler/673514,Défenseur central,29,1,2440
Jonah Kusi-Asare,18,Suède,300 K €,"3,50 mio. €",https://www.transfermarkt.fr/jonah-kusi-asare/profil/spieler/1069512,Avant-centre,4,0,62
Ezequiel Ponce,28,Argentine,"2,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/ezequiel-ponce/profil/spieler/296783,Avant-centre,37,6,1294
Maximiliano Caufriez,28,Belgique,"2,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/maximiliano-caufriez/profil/spieler/369267,Défenseur central,28,1,2321
Portu,33,Espagne,"3,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/portu/profil/spieler/99353,Ailier droit,37,0,2003
Kwadwo Duah,28,Suisse,"1,30 mio. €","3,50 mio. €",https://www.transfermarkt.fr/kwadwo-duah/profil/spieler/254955,Avant-centre,37,11,2738
Xande Silva,28,Portugal,700 K €,"3,50 mio. €",https://www.transfermarkt.fr/xande-silva/profil/spieler/258011,Ailier gauche,45,10,2907
Szymon Żurkowski,28,Pologne,"3,50 mio. €","3,38 mio. €",https://www.transfermarkt.fr/szymon-zurkowski/profil/spieler/387234,Milieu central,15,0,567
Martín Payero,27,Argentine,"3,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/martin-payero/profil/spieler/555820,Milieu central,15,4,752
Saïdou Sow,23,Guinée,"3,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/saidou-sow/profil/spieler/807128,Défenseur central,32,0,2446
Paul Akouokou,28,Côte d'Ivoire,"3,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/paul-akouokou/profil/spieler/429901,Milieu défensif,18,0,806
Djordje Jovanovic,26,Serbie,"3,50 mio. €","2,80 mio. €",https://www.transfermarkt.fr/djordje-jovanovic/profil/spieler/376460,Avant-centre,43,22,3440
Andi Zeqiri,26,Suisse,"3,50 mio. €","2,75 mio. €",https://www.transfermarkt.fr/andi-zeqiri/profil/spieler/345468,Avant-centre,50,18,2873
Djordje Mihailovic,27,États-Unis,"3,50 mio. €","2,73 mio. €",https://www.transfermarkt.fr/djordje-mihailovic/profil/spieler/484756,Milieu offensif,20,1,576
David Brekalo,27,Slovénie,"3,50 mio. €","2,60 mio. €",https://www.transfermarkt.fr/david-brekalo/profil/spieler/371864,Défenseur central,31,3,2663
Tim Breithaupt,24,Allemagne,"3,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/tim-breithaupt/profil/spieler/569457,Milieu défensif,24,2,1999
Ivo Grbic,30,Croatie,"3,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/ivo-grbic/profil/spieler/226073,Gardien de but,13,0,1011
Filippo Bandinelli,30,Italie,"3,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/filippo-bandinelli/profil/spieler/240934,Milieu central,36,2,2336
Mario González,29,Espagne,"3,50 mio. €","2,34 mio. €",https://www.transfermarkt.fr/mario-gonzalez/profil/spieler/255995,Avant-centre,36,16,2342
Luis Muriel,34,Colombie,"3,50 mio. €","2,10 mio. €",https://www.transfermarkt.fr/luis-muriel/profil/spieler/119228,Avant-centre,31,3,1121
Kanu,28,Brésil,"3,50 mio. €","2,00 mio. €",https://www.transfermarkt.fr/kanu/profil/spieler/524446,Défenseur central,50,1,4265
Lee Buchanan,24,Angleterre,"3,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/lee-buchanan/profil/spieler/532539,Arrière gauche,23,1,609
Sergio Rochet,32,Uruguay,"3,50 mio. €","1,45 mio. €",https://www.transfermarkt.fr/sergio-rochet/profil/spieler/264014,Gardien de but,49,0,4410
Gabriel Pirani,23,Brésil,"3,50 mio. €","1,20 mio. €",https://www.transfermarkt.fr/gabriel-pirani/profil/spieler/813107,Milieu offensif,36,3,1648
Tom Holmes,25,Angleterre,"3,50 mio. €","1,15 mio. €",https://www.transfermarkt.fr/tom-holmes/profil/spieler/424900,Défenseur central,42,0,3550
Cristian Cásseres Jr.,26,Venezuela,"3,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/cristian-casseres-jr-/profil/spieler/467632,Milieu central,19,1,1650
Francisco Moura,26,Portugal,"3,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/francisco-moura/profil/spieler/478365,Arrière gauche,37,2,2898
Marcel Halstenberg,34,Allemagne,"3,50 mio. €",700 K €,https://www.transfermarkt.fr/marcel-halstenberg/profil/spieler/70243,Défenseur central,40,2,2053
Zymer Bytyqi,29,Kosovo,"3,50 mio. €",500 K €,https://www.transfermarkt.fr/zymer-bytyqi/profil/spieler/213555,Ailier gauche,26,1,1866
Slobodan Urosevic,31,Serbie,"3,50 mio. €",200 K €,https://www.transfermarkt.fr/slobodan-urosevic/profil/spieler/258139,Arrière gauche,47,6,4165
Dawid Kownacki,28,Pologne,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/dawid-kownacki/profil/spieler/208167,Avant-centre,35,16,2796
Kevin Mbabu,30,Suisse,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/kevin-mbabu/profil/spieler/183321,Arrière droit,24,0,1722
Cody Drameh,24,Angleterre,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/cody-drameh/profil/spieler/531957,Arrière droit,32,1,2648
Yasser Larouci,25,Algérie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/yasser-larouci/profil/spieler/554251,Arrière gauche,31,1,1877
Alfonso Espino,34,Uruguay,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/alfonso-espino/profil/spieler/311044,Arrière gauche,36,0,3123
Toma Bašić,29,Croatie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/toma-basic/profil/spieler/334835,Milieu central,32,1,895
Marco Pellegrino,23,Argentine,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/marco-pellegrino/profil/spieler/776303,Défenseur central,17,1,1526
Jovane Cabral,27,Cap-Vert,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/jovane-cabral/profil/spieler/448466,Ailier gauche,10,0,185
Ronaël Pierre-Gabriel,27,France,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ronael-pierre-gabriel/profil/spieler/410185,Arrière droit,23,1,950
Munir El Haddadi,30,Maroc,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/munir-el-haddadi/profil/spieler/223725,Milieu offensif,31,7,1356
Julián Araujo,24,Mexique,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/julian-araujo/profil/spieler/513970,Arrière droit,0,0,0
Ki-Jana Hoever,24,Pays-Bas,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ki-jana-hoever/profil/spieler/485583,Arrière droit,27,4,1662
Ilyes Housni,20,Maroc,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ilyes-housni/profil/spieler/825437,Avant-centre,31,32,2307
